issue_d,sub_grade,term,home_ownership,fico_range_low,pub_rec,revol_util,int_rate,application_type,verification_status,addr_state,fico_range_high,id,emp_length,loan_status
2016-06-01,B5,60 months,MORTGAGE,670.0,0.0,79.0,11.47,Individual,Source Verified,AL,674.0,81533555,9.0,0
2016-06-01,C3,60 months,OWN,685.0,0.0,47.4,13.67,Individual,Verified,TX,689.0,79875574,2.0,1
2015-08-01,G2,60 months,MORTGAGE,670.0,1.0,17.6,27.31,Individual,Source Verified,AZ,674.0,55991180,11.0,1
2015-11-01,B5,36 months,MORTGAGE,660.0,1.0,16.5,11.49,Individual,Source Verified,NY,664.0,65735833,0.0,1
2014-03-01,C4,60 months,MORTGAGE,725.0,0.0,84.6,15.31,Individual,Verified,CA,729.0,12586020,4.0,1
2014-10-01,C4,36 months,RENT,695.0,0.0,95.9,14.49,Individual,Source Verified,AZ,699.0,32330211,0.0,1
2014-05-01,A2,36 months,RENT,680.0,0.0,63.4,6.49,Individual,Not Verified,CA,684.0,16191348,5.0,1
2014-10-01,C1,36 months,RENT,700.0,0.0,64.5,12.99,Individual,Verified,NY,704.0,29284342,1.0,1
2014-05-01,A2,36 months,RENT,680.0,0.0,54.2,6.49,Individual,Source Verified,CA,684.0,16411395,0.0,1
2016-03-01,E4,60 months,MORTGAGE,705.0,0.0,98.7,21.97,Individual,Not Verified,DE,709.0,74611214,11.0,1
2014-10-01,B2,36 months,OWN,680.0,0.0,54.5,10.15,Individual,Not Verified,CT,684.0,28963971,11.0,1
2014-10-01,A4,36 months,RENT,705.0,0.0,34.6,7.69,Individual,Not Verified,PA,709.0,32500076,2.0,0
2014-05-01,B1,36 months,MORTGAGE,770.0,0.0,9.4,9.67,Individual,Source Verified,CA,774.0,15750421,7.0,1
2015-07-01,E3,36 months,RENT,675.0,0.0,63.0,19.19,Individual,Verified,CA,679.0,55340595,4.0,0
2014-08-01,C1,60 months,OWN,725.0,0.0,45.0,12.99,Individual,Source Verified,TX,729.0,24785264,3.0,0
2015-11-01,C1,36 months,OWN,695.0,0.0,63.6,12.05,Individual,Not Verified,KS,699.0,64250337,1.0,1
2014-01-01,C1,36 months,MORTGAGE,665.0,1.0,59.9,13.98,Individual,Source Verified,GA,669.0,10577289,2.0,1
2014-11-01,E2,60 months,RENT,670.0,0.0,90.2,19.24,Individual,Source Verified,PA,674.0,36048140,2.0,1
2016-03-01,A1,36 months,MORTGAGE,840.0,0.0,5.1,5.32,Individual,Not Verified,TX,844.0,74806161,11.0,1
2016-01-01,G5,60 months,RENT,660.0,0.0,84.6,28.99,Individual,Verified,CA,664.0,70111519,11.0,0
2014-03-01,C2,36 months,MORTGAGE,690.0,0.0,62.4,14.16,Individual,Verified,OK,694.0,11905077,3.0,1
2016-03-01,C3,36 months,MORTGAGE,675.0,0.0,91.3,13.67,Individual,Verified,IL,679.0,73935831,0.0,0
2015-10-01,E3,36 months,RENT,700.0,0.0,14.6,19.19,Individual,Verified,FL,704.0,60774538,5.0,1
2015-12-01,C4,60 months,MORTGAGE,660.0,0.0,90.8,13.67,Individual,Verified,TX,664.0,67909914,0.0,1
2015-07-01,A3,36 months,RENT,690.0,0.0,80.7,6.89,Individual,Not Verified,TX,694.0,55401078,7.0,1
2015-03-01,C1,36 months,MORTGAGE,685.0,0.0,78.8,12.29,Individual,Source Verified,WV,689.0,43420521,11.0,1
2015-12-01,C4,60 months,MORTGAGE,695.0,0.0,69.6,13.67,Individual,Verified,CT,699.0,68018192,6.0,0
2015-11-01,C3,36 months,RENT,675.0,0.0,75.5,13.18,Individual,Source Verified,CA,679.0,65402679,4.0,1
2014-06-01,C1,36 months,MORTGAGE,685.0,0.0,78.9,12.99,Individual,Verified,IL,689.0,17863993,11.0,1
2014-08-01,A1,36 months,MORTGAGE,795.0,0.0,19.1,6.03,Individual,Source Verified,PA,799.0,892579,5.0,1
2015-12-01,B4,36 months,RENT,700.0,0.0,92.3,10.64,Individual,Verified,NY,704.0,66410304,11.0,1
2014-11-01,C3,36 months,MORTGAGE,715.0,0.0,83.4,13.66,Individual,Source Verified,TX,719.0,33390612,1.0,1
2016-04-01,B5,60 months,MORTGAGE,745.0,0.0,33.4,11.47,Individual,Not Verified,MN,749.0,76314934,0.0,1
2016-06-01,D2,36 months,OWN,665.0,0.0,84.0,17.99,Individual,Source Verified,WI,669.0,82749202,3.0,0
2014-05-01,D1,36 months,MORTGAGE,725.0,0.0,74.9,15.61,Individual,Verified,AK,729.0,16091544,8.0,1
2014-06-01,B3,36 months,RENT,675.0,0.0,81.7,10.99,Individual,Not Verified,FL,679.0,17804975,3.0,0
2016-03-01,B3,36 months,RENT,670.0,0.0,34.4,9.75,Joint App,Not Verified,CO,674.0,75488668,3.0,1
2015-11-01,B4,36 months,OWN,660.0,0.0,45.1,10.99,Individual,Not Verified,CA,664.0,63999179,5.0,1
2015-05-01,B5,36 months,MORTGAGE,740.0,0.0,73.0,11.53,Individual,Source Verified,WV,744.0,49208019,1.0,1
2015-12-01,A4,36 months,OWN,730.0,1.0,16.9,7.26,Individual,Not Verified,AL,734.0,66405443,11.0,1
2014-03-01,C5,36 months,MORTGAGE,690.0,1.0,86.6,15.61,Individual,Verified,VA,694.0,11685494,1.0,1
2014-05-01,B1,36 months,OWN,710.0,0.0,38.5,9.17,Individual,Not Verified,RI,714.0,16291947,7.0,1
2016-05-01,F2,60 months,MORTGAGE,695.0,0.0,100.9,25.44,Individual,Not Verified,GA,699.0,78349223,6.0,0
2014-07-01,B5,36 months,RENT,665.0,1.0,36.9,12.49,Individual,Not Verified,FL,669.0,21280282,11.0,1
2015-12-01,A1,36 months,RENT,720.0,0.0,24.2,5.32,Individual,Not Verified,GA,724.0,67418620,2.0,1
2016-03-01,A5,36 months,RENT,730.0,0.0,5.5,7.89,Individual,Not Verified,CO,734.0,73324291,4.0,1
2016-04-01,E4,36 months,MORTGAGE,705.0,0.0,55.8,21.97,Individual,Source Verified,OH,709.0,76435648,5.0,0
2015-07-01,A2,36 months,MORTGAGE,695.0,0.0,28.7,6.24,Individual,Not Verified,FL,699.0,54534166,11.0,1
2015-01-01,A3,36 months,MORTGAGE,740.0,0.0,32.4,6.99,Individual,Not Verified,CO,744.0,37782042,3.0,1
2014-08-01,F1,60 months,RENT,705.0,0.0,77.6,23.43,Individual,Verified,AL,709.0,22333057,9.0,1
2015-12-01,B4,36 months,MORTGAGE,670.0,0.0,68.4,10.64,Individual,Source Verified,OR,674.0,67989140,5.0,1
2014-03-01,B5,36 months,RENT,670.0,2.0,57.4,12.99,Individual,Source Verified,CA,674.0,12918445,2.0,1
2014-11-01,B1,36 months,RENT,710.0,0.0,64.1,9.17,Individual,Source Verified,WA,714.0,33320127,1.0,0
2014-04-01,B4,36 months,OWN,685.0,0.0,57.9,12.49,Individual,Verified,GA,689.0,13237061,5.0,1
2015-10-01,B1,36 months,RENT,710.0,0.0,30.7,8.18,Individual,Source Verified,CA,714.0,61431396,1.0,1
2015-05-01,B1,60 months,MORTGAGE,715.0,0.0,44.0,8.18,Individual,Verified,FL,719.0,48364180,0.0,1
2014-06-01,B2,36 months,MORTGAGE,745.0,0.0,81.9,10.15,Individual,Verified,CA,749.0,19446114,2.0,1
2015-11-01,G2,60 months,OWN,660.0,1.0,65.4,27.31,Individual,Source Verified,VA,664.0,63529083,5.0,0
2014-04-01,B3,36 months,MORTGAGE,675.0,0.0,61.7,11.99,Individual,Source Verified,MI,679.0,14630891,9.0,1
2015-05-01,D2,36 months,RENT,665.0,0.0,93.6,16.55,Individual,Not Verified,IL,669.0,48606516,5.0,1
2015-04-01,C5,36 months,OWN,670.0,0.0,71.9,14.65,Individual,Source Verified,FL,674.0,43947205,5.0,0
2014-10-01,A5,60 months,RENT,775.0,0.0,5.4,8.39,Individual,Verified,PA,779.0,30315075,2.0,1
2014-04-01,C4,60 months,MORTGAGE,695.0,0.0,69.4,15.31,Individual,Not Verified,CA,699.0,14368185,6.0,1
2016-02-01,E1,36 months,RENT,710.0,0.0,46.1,19.99,Individual,Verified,IL,714.0,69484553,5.0,0
2015-05-01,C3,36 months,RENT,690.0,0.0,40.4,13.33,Individual,Source Verified,CA,694.0,49513241,11.0,1
2015-12-01,C1,36 months,RENT,675.0,0.0,49.3,11.99,Individual,Verified,IN,679.0,68535736,0.0,0
2015-07-01,C1,36 months,MORTGAGE,705.0,0.0,90.0,12.29,Individual,Verified,IL,709.0,53051772,11.0,1
2015-06-01,A2,36 months,RENT,710.0,0.0,83.6,6.24,Individual,Source Verified,MD,714.0,51076074,11.0,1
2016-01-01,B2,60 months,MORTGAGE,690.0,0.0,15.6,9.17,Individual,Source Verified,PA,694.0,69156528,4.0,1
2015-11-01,C1,60 months,RENT,665.0,0.0,48.2,12.05,Individual,Not Verified,CA,669.0,63651837,11.0,0
2015-01-01,D2,36 months,RENT,660.0,0.0,76.0,15.99,Individual,Verified,MO,664.0,39339956,0.0,1
2015-11-01,B1,36 months,MORTGAGE,675.0,0.0,88.7,8.18,Individual,Source Verified,WI,679.0,65773467,3.0,1
2016-03-01,C5,36 months,RENT,760.0,0.0,20.4,15.31,Individual,Source Verified,NY,764.0,73440608,0.0,1
2015-04-01,F3,60 months,MORTGAGE,780.0,0.0,93.8,24.5,Individual,Source Verified,VA,784.0,44127058,11.0,0
2015-11-01,E2,36 months,RENT,665.0,1.0,48.8,18.55,Individual,Source Verified,OH,669.0,61354734,0.0,0
2014-11-01,B1,36 months,OWN,665.0,1.0,85.3,8.67,Individual,Source Verified,GA,669.0,34613575,11.0,1
2016-04-01,C5,36 months,MORTGAGE,715.0,0.0,29.7,15.31,Individual,Source Verified,OR,719.0,75800724,11.0,1
2014-10-01,E2,60 months,MORTGAGE,690.0,1.0,75.2,19.52,Individual,Source Verified,TX,694.0,28222089,4.0,1
2015-10-01,A3,36 months,MORTGAGE,700.0,0.0,45.5,6.89,Individual,Verified,OR,704.0,63398727,11.0,1
2016-01-01,B1,36 months,RENT,720.0,0.0,76.8,8.49,Individual,Not Verified,MA,724.0,68063781,0.0,1
2015-04-01,C1,36 months,RENT,700.0,0.0,66.6,12.29,Individual,Source Verified,NC,704.0,45050357,1.0,1
2014-10-01,B2,36 months,MORTGAGE,685.0,0.0,87.6,10.15,Individual,Not Verified,NY,689.0,32949992,11.0,1
2014-04-01,C3,60 months,RENT,695.0,0.0,70.5,14.64,Individual,Source Verified,CA,699.0,14609810,11.0,0
2014-03-01,F3,36 months,RENT,665.0,0.0,30.9,24.5,Individual,Not Verified,CA,669.0,13007186,6.0,0
2014-05-01,F1,36 months,RENT,660.0,0.0,61.8,23.43,Individual,Source Verified,NY,664.0,16100828,8.0,0
2015-08-01,A5,36 months,RENT,705.0,1.0,61.9,7.89,Individual,Not Verified,AZ,709.0,59110693,5.0,1
2015-12-01,D2,36 months,MORTGAGE,700.0,0.0,79.7,16.55,Individual,Verified,TN,704.0,66625887,4.0,1
2015-11-01,B3,36 months,MORTGAGE,710.0,0.0,53.0,9.99,Individual,Verified,RI,714.0,65741256,0.0,1
2014-11-01,C2,36 months,RENT,705.0,0.0,77.0,12.99,Individual,Source Verified,CA,709.0,32218211,11.0,0
2014-11-01,E3,60 months,RENT,680.0,1.0,66.2,20.2,Individual,Source Verified,MT,684.0,33019825,8.0,0
2014-03-01,E1,36 months,RENT,705.0,0.0,36.1,19.99,Individual,Source Verified,IL,709.0,12297164,8.0,1
2016-01-01,C4,36 months,MORTGAGE,675.0,0.0,67.2,13.99,Individual,Source Verified,NH,679.0,69176726,11.0,1
2016-02-01,C1,60 months,RENT,700.0,1.0,33.7,11.99,Individual,Verified,NY,704.0,71926621,4.0,0
2015-05-01,D4,36 months,RENT,660.0,0.0,55.6,17.57,Individual,Source Verified,NY,664.0,49964151,7.0,1
2015-12-01,B1,36 months,MORTGAGE,690.0,0.0,81.2,8.38,Individual,Verified,MI,694.0,67918851,11.0,1
2016-03-01,C1,36 months,MORTGAGE,690.0,0.0,84.7,11.99,Individual,Verified,TX,694.0,73904965,2.0,0
2016-02-01,D5,60 months,MORTGAGE,745.0,0.0,30.4,19.53,Individual,Source Verified,IL,749.0,70912226,11.0,1
2014-03-01,B1,36 months,RENT,675.0,1.0,73.9,9.67,Individual,Verified,NJ,679.0,12766194,0.0,0
2015-05-01,C5,36 months,OWN,700.0,0.0,70.4,14.65,Individual,Source Verified,TX,704.0,48181518,1.0,1
2014-11-01,B3,36 months,RENT,690.0,0.0,37.3,10.49,Individual,Not Verified,CA,694.0,35853218,2.0,1
2015-04-01,E1,60 months,RENT,715.0,0.0,49.4,18.25,Individual,Verified,CA,719.0,46324745,3.0,0
2014-06-01,D5,60 months,RENT,690.0,0.0,67.8,18.24,Individual,Verified,CO,694.0,17283531,0.0,0
2015-02-01,E3,36 months,RENT,660.0,4.0,8.0,19.99,Individual,Source Verified,NY,664.0,40550697,1.0,0
2016-02-01,A2,36 months,RENT,720.0,0.0,25.4,6.49,Individual,Not Verified,FL,724.0,72683294,9.0,1
2016-02-01,C1,36 months,MORTGAGE,660.0,0.0,83.6,11.99,Individual,Source Verified,GA,664.0,71835374,0.0,1
2016-02-01,B2,36 months,MORTGAGE,705.0,0.0,59.5,9.16,Individual,Not Verified,AL,709.0,70582545,4.0,1
2015-01-01,B2,36 months,RENT,665.0,0.0,48.4,9.49,Individual,Not Verified,CA,669.0,39340708,1.0,1
2015-04-01,D3,60 months,MORTGAGE,715.0,0.0,99.6,16.99,Individual,Not Verified,WA,719.0,44369790,11.0,0
2015-12-01,A5,36 months,MORTGAGE,735.0,0.0,93.2,7.89,Individual,Not Verified,PA,739.0,65597231,6.0,1
2015-06-01,B1,36 months,RENT,690.0,0.0,38.7,8.18,Individual,Not Verified,LA,694.0,50869306,8.0,1
2015-07-01,A5,36 months,MORTGAGE,730.0,0.0,68.8,7.89,Individual,Not Verified,IN,734.0,55987833,0.0,1
